Hanzi	Definition	Pinyin	Pinyin2	HSK	Formation	Examples
已	already, finished, stop, then, afterwards	yǐ		2	Pictograph - picture of a snake	已经[yǐjīng]: already<br>不得已[bùdéyǐ]: act against one's will, have no alternative but to, have to, to have no choice, must<br>而已[éryǐ]: that's all, nothing more
工	work, worker, skill, profession, trade	gōng		1	Pictograph - a carpenter's square	工作[gōngzuò]: job, work, construction, task<br>工资[gōngzī]: salary, pay, wage<br>员工[yuángōng]: staff, personnel, employee
使	to make, to cause, to enable, to use, to employ	shǐ		4	Pictophonetic - Person 亻 provides the meaning while 吏 provides the sound	使用[shǐyòng]: to use, to employ, to apply, to make use of<br>即使[jíshǐ]: even if, even though, given that<br>大使馆[dàshǐguǎn]: embassy
情	feeling, emotion, passion, situation	qíng		2	Pictophonetic - Mind 忄 suggests the meaning while 青 provides the pronunciation.	事情[shìqíng]: matter, affair, thing, business<br>热情[rèqíng]: cordial, enthusiastic, passion, passionate, passionately<br>同情[tóngqíng]: compassion, relent, sympathize, sympathy
明	clear, bright, light, brilliant, to understand	míng		1	Ideograph - Bright as sun 日 light and moon 月 light	明天[míngtiān]: tomorrow<br>明白[míngbai]: clear, obvious, unequivocal, to understand, to realize<br>聪明[cōngming]: acute (of sight and hearing), clever, intelligent, bright, smart
性	sex, nature, suffix forming adjective from verb, suffix forming noun from adjective, corresponding to -ness or -ity	xìng		4	Pictophonetic - Heart 忄 provides the meaning while 生 provides the sound	性别[xìngbié]: gender, sex, distinguishing between the sexes<br>性格[xìnggé]: nature, disposition, temperament<br>个性[gèxìng]: individuality, personality
知	to know, to be aware, to perceive, to comprehend	zhī		2	Pictophonetic - Mouth 口 implies the meaning while 矢 provides the sound	知道[zhīdào]: to know, to be aware of, also pron. zhi1 dao5<br>知识[zhīshí]: knowledge<br>通知[tōngzhī]: notify, give notice, notice, circular
全	all, whole, entire, every, complete	quán		4	Ideograph - Jade 王 put 入 away for safety	全部[quánbù]: whole, entire, complete<br>安全[ānquán]: safe, secure, safety, security<br>完全[wánquán]: complete, whole, totally, entirely
三	three, 3	sān		1	Ideograph - meaning heaven, earth and human beings	再三[zàisān]: again-three, again and again, over and over again<br>丢三落四[diūsānlàsì]: forgetful, empty-headed<br>三十[sānshí]: thirty, 30
又	again, also, both... and..., Kangxi radical number 29	yòu		3	Pictograph - picture of right hand	又矮又胖[yòu yòu]: both ... and...<br>又高又瘦[jì yòu]: as well as, already, once again, both ... and<br>又一次[yòu hǎo qì yòu hǎo xiào]: feel annoyed and amused at the same time
关	mountain pass, to close, to shut, to turn off, to concern	guān		1	Ideograph - Simplified form of 關, 門 is closed with wood bars 丱	没关系[méiguānxi]: it doesn't matter<br>关于[guānyú]: about, on, concerning<br>关心[guānxīn]: to care for something, caring, concerned
点	point, dot, speck, drop, decimal point	diǎn		1	Pictophonetic - Fire 灬 suggests the meaning while 占 provides the pronunciation.	优点[yōudiǎn]: merit, advantage, strong point<br>地点[dìdiǎn]: place, site, locale<br>特点[tèdiǎn]: characteristic
正	straight, right, proper, correct, main	zhèng	zhēng	2	Ideograph - Foot 止 marching to the end point 一	正在[zhèngzài]: in process of, in course of<br>正好[zhènghǎo]: perfectly, exactly<br>正常[zhèngcháng]: regular, normal, ordinary
业	business, occupation, study	yè		3	Picophonetic - Simplified form of 業, tree branches 丵 with 业 phonetic	作业[zuòyè]: homework, operation, task, work<br>专业[zhuānyè]: specialty, specialized field<br>毕业[bìyè]: graduation, to graduate, to finish school
外	out, outside, in addition, foreign, external	wài		2	Ideograph - Evening 夕 divinations 卜, suggesting beyond the day's events	另外[lìngwài]: additional, in addition, besides, separate, other<br>外交[wàijiāo]: diplomacy, foreign affairs<br>外公[wàigōng]: (informal) mother's father, maternal grandfather
将	general, ready, prepared, future, will	jiāng	jiàng	4	Pictophonetic - Law 寸 suggests the meaning while 丬夕 provide the pronunciation.	将来[jiānglái]: future<br>即将[jíjiāng]: on the eve of, to be about to, to be on the verge of<br>将军[jiāngjūn]: general, high-ranking military officer, to check or checkmate, fig. to embarrass, to challenge
两	both, two, ounce, some, a few	liǎng		2	Pictograph - Picture of two people 人 sitting in a cart	一举两得[yījǔliǎngdé]: one move, two gains, two birds with one stone<br>两者[liǎngzhě]: both sides<br>两侧[liǎngcè]: two sides, both sides
高	high, tall, lofty, elevated, Kangxi radical 189	gāo		1	Pictograph - Picture of a tall structure	高兴[gāoxìng]: happy, glad, willing (to do something), in a cheerful mood<br>提高[tígāo]: to raise, to increase<br>高速公路[gāosùgōnglù]: expressway, highway, freeway
间	between, among, midpoint, space, place	jiān	jiàn	2	Ideograph - space between the door 门 halves	房间[fángjiān]: room<br>时间[shíjiān]: time<br>中间[zhōngjiān]: between, intermediate, mid, middle
由	from, it is for...to, reason, cause, because of	yóu		4	Ideograph - Road 丨 to the field 田	由于[yóuyú]: owing to, due to, because of<br>理由[lǐyóu]: reason<br>自由[zìyóu]: freedom, liberty, free, unrestrained
问	to ask about, to inquire after, to ask	wèn		2	Pictophonetic - Ask with mouth 口, 门 provides sound	问题[wèntí]: question, problem, issue, trouble<br>学问[xuéwèn]: learning, knowledge, scholarship<br>提问[tíwèn]: to question, to quiz, to grill
很	quite, very, awfully, much	hěn		1		很多[hěnduō]: many, much, a lot of<br>很难说[hěnnánshuō]: it's hard to say<br>差得很远[chàdéhěnyuǎn]: differ by a long way, not by a long shot
最	most, extremely, exceedingly, the most, -est	zuì		2	Ideograph - Take 取 under the Sun 日	最后[zuìhòu]: final, last, finally, ultimate<br>最近[zuìjìn]: recent, recently, these days, latest, soon<br>最好[zuìhǎo]: best, (you) had better (do what we suggest)
重	heavy, weighty, double, to repeat, repetition	chóng	zhòng	3	Ideograph - one thousand 千 mile 里 is repeating of miles 里	重要[zhòngyào]: important, significant, major<br>严重[yánzhòng]: grave, serious, severe, critical<br>尊重[zūnzhòng]: to esteem, to respect, to honor, to value, eminent
并	combine, annex, also, what's more, at the same time	bìng		4	Pictograph - Simplified form of 並, two men 竝 standing side by side	并且[bìngqiě]: and, besides, moreover, furthermore, in addition<br>合并[hébìng]: to merge, to annex<br>并列[bìngliè]: to stand side by side, to be juxtaposed
物	thing, object, matter, substance, creature	wù		3	Pictophonetic - Ox 牛 implies the meaning while 勿 provides the sound	动物[dòngwù]: animal<br>礼物[lǐwù]: gift, present<br>植物[zhíwù]: plant
手	hand, to hold, handy, convenient, Kangxi radical number 64	shǒu		2	Pictograph - Picture of the palm of a hand	手机[shǒujī]: cell phone<br>手表[shǒubiǎo]: wrist watch<br>洗手间[xǐshǒujiān]: bathroom, restroom
应	should, ought to, need, must, answer	yìng	yīng	3	Pictophonetic - Simplified form of 應, heart 心 with the rest part as phonetic	应该[yīnggāi]: ought to, should, must<br>应聘[yìngpìn]: to accept a job offer, to apply for an advertised position<br>适应[shìyìng]: to suit, to fit, to be suitable, to adapt, to get used to something
战	war, fighting, battle, to fight	zhàn		5	Pictophonetic - Weapon 戈 suggests the meaning while 占 provides the pronunciation.	战争[zhànzhēng]: warfare, war<br>挑战[tiǎozhàn]: challenge<br>战役[zhànyì]: military campaign
向	direction, orientation, to face, to turn toward, to side with	xiàng		3	Pictograph - A roof 宀 with a ventilation hole 口 on northern wall.	方向[fāngxiàng]: direction, orientation<br>一向[yīxiàng]: all-along, always, consistently<br>倾向[qīngxiàng]: trend, tendency, orientation
头	head, top, chief, first, boss	tóu		3	Pictophonetic - Simplified form of 頭, the leaf or head 頁 with bean 豆 (phonetic)	头发[tóufa]: hair (on the head)<br>木头[mùtóu]: slow-witted, blockhead, log, wood, timber<br>石头[shítóu]: stone
文	language, culture, writing, formal, literature	wén		3	Pictograph - Picture of cursive and interlocking lines, meaning writing	中文[zhōngwén]: Chinese, Chinese written language, Chinese writing<br>文化[wénhuà]: civilization, culture, education<br>文章[wénzhāng]: essay, article, hidden meaning
体	body, group, class, form, style	tǐ	tī	2	Pictophonetic - Person 亻 with the phonetic component 本	身体[shēntǐ]: body, health<br>体育[tǐyù]: sports, physical education<br>体会[tǐhuì]: realize, know through experience, experience
政	political, politics, government	zhèng		5	Pictophonetic - Text 攵 suggests the meaning while 正 provides the sound	政府[zhèngfǔ]: government<br>政治[zhèngzhì]: politics, political<br>政权[zhèngquán]: regime, (wield) political power
美	pretty, beautiful, pleasing, America	měi		4	Ideograph - Decorating a person 大 beautifully with a ram 羊 head	美丽[měilì]: beautiful<br>优美[yōuměi]: graceful, fine, elegant<br>完美[wánměi]: perfect, perfection, perfectly
相	mutual, reciprocal, each other, one another	xiāng	xiàng	3	Ideograph - Stare 目 at a tree 木	照相机[zhàoxiāngjī]: take-photo-machine, camera<br>相信[xiāngxìn]: to be convinced (that something is true), to believe, to accept something as true<br>互相[hùxiāng]: each other, mutual
见	to see, to meet, to appear (to be something), to interview, observe	jiàn	xiàn	1	Ideograph - Simplified form of 見, a man 儿 with a big eye 目 on the head part	再见[zàijiàn]: goodbye, see you again later<br>看见[kànjiàn]: to see, to catch sight of<br>见面[jiànmiàn]: meet, see
被	bedding, by (passive indicator)	bèi		3	Pictophonetic - Cloth 衤 suggests the meaning while 皮 provides the pronunciation.	被子[bèizi]: quilt<br>被动[bèidòng]: passive<br>被告[bèigào]: defendant
利	advantage, benefit, profit, sharp, merit	lì		4	Ideograph - Knife 刂 with grain 禾	流利[liúlì]: fluent<br>顺利[shùnlì]: smoothly, without a hitch<br>利息[lìxī]: interest
什	what, mixed, miscellaneous	shén	shí	1	Pictophonetic - ten 十 persons 亻, 十 provides the sound	什么[shénme]: what?, who?, something, anything<br>为什么[wèishénme]: why?, for what reason?<br>什么样[shénmeyàng]: what kind?, what sort?
二	two, twice, KangXi radical 7	èr		1		二氧化碳[èryǎnghuàtàn]: carbon dioxide CO2<br>二十[èrshí]: twenty, 20<br>十二[shíèr]: twelve, 12
等	class, rank, grade, equal to, same as	děng		2	Pictophonetic - Bamboo 竹 suggests the meaning while 寺 provides the pronunciation.	平等[píngděng]: equal, equality<br>等于[děngyú]: to equal, to be tantamount to<br>等待[děngdài]: wait for, await
产	reproduce, to produce, give birth, products, produce	chǎn		5	Pictophonetic - Simplified form of 產, produce 生 with 彥 (phonetic)	产品[chǎnpǐn]: product<br>产生[chǎnshēng]: to arise, to come into being, to come about, to give rise to, to bring into being<br>生产[shēngchǎn]: childbirth, parturition, to produce, manufacture
或	or, either, else, maybe, perhaps	huò		3	Ideograph - Defend house 口 and land 一 with a weapon 戈	或者[huòzhě]: or, possibly, maybe, perhaps<br>或许[huòxǔ]: perhaps, maybe<br>或是[huòshì]: or, either one or the other
新	new, newly, refresh, recent, modern	xīn		2	Pictophonetic - newly cut. Axe 斤 suggests the meaning while 亲 provides the pronunciation.	新闻[xīnwén]: information, news<br>新鲜[xīnxiān]: fresh (experience, food etc), freshness<br>重新[chóngxīn]: again, once more, re-
己	self, oneself, personal, private, 6th heavenly stem	jǐ		3	Pictograph - picture of a weaving string in a loom	自己[zìjǐ]: oneself, one's own<br>各抒己见[gèshūjǐjiàn]: everyone gives their own view<br>知己[zhījǐ]: to know oneself, to be intimate or close, intimate friend
制	system, establish, manufacture, make, overpower	zhì		5	Pictophonetic - Manufacture with a knife 刂. The left part provides the sound	制作[zhìzuò]: make, manufacture<br>制定[zhìdìng]: to draw up, to formulate<br>制度[zhìdù]: system, institution
身	body, torso, person, life, status	shēn		2	Pictograph - Picture of body with stomach and leg walking	身体[shēntǐ]: body, health<br>健身[jiànshēn]: physical exercise, gymnastics for fitness<br>身份[shēnfèn]: identity, status, capacity, honorable position, dignity
果	fruit, result, nut	guǒ		1	Ideograph - Picture of a fruit 田 on a tree 木	苹果[píngguǒ]: apple<br>如果[rúguǒ]: if, in case, in the event that<br>效果[xiàoguǒ]: effect, result
加	to add, increase, augment, plus, abbr. for Canada	jiā		3	Ideograph - Strengthen 力 through speach 口	参加[cānjiā]: to participate, to take part, to join<br>加油站[jiāyóuzhàn]: gas station<br>加班[jiābān]: to work overtime
西	west, western, westward, Spain (abbr.), Spanish	xī		1	Pictograph - Picture of a birding resting on nest, suggesting sun setting on west.	东西[dōngxī]: thing, stuff, east and west<br>西瓜[xīguā]: watermelon<br>西红柿[xīhóngshì]: tomato
斯	this, thus, such, emphatic particle	sī		6	Pictophonetic - Axe 斤 suggests the meaning while 其 provides the pronunciation.	斯文[sīwén]: refined, educate, cultured, intellectual, polite<br>俄罗斯[éluósī]: Russia<br>史密斯[shǐmìsī]: Smith (name)
